id,grp,cycle_time_days,created_date
4628,0,-1,2015-03-12
71,0,57,2013-05-16
5956,0,-1,2015-05-23
4625,0,1,2015-04-02
4629,0,-1,2015-03-18
2020,0,-1,2013-07-08
3343,0,1,2014-09-02
4674,0,17,2015-01-21
3341,0,10,2014-09-10
4673,0,7,2015-01-09
4672,0,5,2015-01-05
2017,0,-1,2016-11-18
2018,0,-1,2014-09-21
2019,0,-1,2013-07-07
87,0,50,2013-10-12
2030,0,-1,2013-05-16
4693,0,-1,2015-01-09
2031,0,-1,2013-05-16
2023,0,-1,2013-05-14
2024,0,-1,2013-05-15
2021,0,-1,2013-07-22
4684,0,7,2015-01-05
2022,0,-1,2013-05-14
4683,0,-1,2015-02-03
3358,0,1,2014-08-19
2027,0,-1,2013-05-16
2028,0,-1,2013-05-16
4689,0,-1,2015-12-03
2025,0,-1,2013-05-16
2026,0,-1,2013-05-16
2029,0,-1,2013-05-16
90,0,31,2013-05-18
91,0,64,2013-05-28
4653,0,7,2015-03-21
4652,0,30,2015-03-10
4651,0,-1,2015-02-21
4650,0,5,2015-03-05
4656,0,2,2015-03-01
3323,0,-1,2014-12-28
4655,0,-1,2015-05-22
3324,0,-1,2014-12-26
4654,0,7,2015-03-21
3327,0,351,2014-09-27
4659,0,-1,2014-12-23
4658,0,-1,2015-03-26
4671,0,7,2015-01-05
4670,0,9,2015-01-09
3332,0,-1,2015-01-01
2002,0,-1,2014-04-08
3330,0,2,2014-10-04
4668,0,1,2015-01-07
4667,0,9,2015-01-05
4666,0,10,2015-01-05
4665,0,-1,2015-01-02
4669,0,7,2015-01-05
4155,1,1,2017-10-02
4168,1,-1,2017-10-14
4169,1,20,2017-10-31
4171,1,47,2017-10-23
4170,1,-1,2017-11-14
4173,1,7,2017-10-16
4172,1,10,2017-10-10
4175,1,20,2017-11-20
4174,1,38,2017-12-11
4177,1,9,2017-11-15
4176,1,16,2017-11-28
4179,1,21,2017-11-07
4178,1,7,2017-10-16
4180,1,-1,2017-11-17
4182,1,-1,2017-10-10
4181,1,-1,2017-10-10
4184,1,-1,2017-11-19
4183,1,-1,2017-10-10
4186,1,16,2017-10-14
4185,1,-1,2017-11-21
4100,1,-1,2017-09-12
4102,1,18,2017-11-17
4101,1,2,2017-09-16
4104,1,1,2017-10-03
4103,1,-1,2017-10-31
4106,1,-1,2017-11-02
4105,1,8,2017-09-26
4108,1,1,2017-09-20
4107,1,4,2017-09-17
4135,1,26,2017-09-19
4137,1,-1,2017-11-05
4136,1,1,2017-09-19
4139,1,1,2017-09-22
4140,1,2,2017-10-14
4142,1,-1,2017-11-08
4141,1,3,2017-09-25
4144,1,-1,2017-11-11
4143,1,1,2017-09-26
4145,1,21,2017-09-28
3270,0,-1,2014-08-21
3273,0,-1,2014-12-29
3274,0,-1,2014-12-25
3271,0,-1,2014-11-04
3272,0,4,2014-08-15
3267,0,1,2014-08-15
4596,0,-1,2014-12-20
4595,0,-1,2015-02-13
3268,0,-1,2014-08-15
3269,0,-1,2014-12-12
3275,0,6,2014-08-15
3279,0,-1,2014-12-26
3248,0,1,2014-08-17
3249,0,2,2014-08-24
3246,0,3,2014-08-13
3247,0,1,2014-08-17
3262,0,-1,2014-11-30
3260,0,-1,2014-08-13
3261,0,-1,2014-08-13
4520,0,-1,2014-12-03
5855,0,-1,2015-11-04
4529,0,-1,2015-03-09
5837,0,7,2015-05-06
5892,0,-1,2015-07-05
3230,0,-1,2014-08-07
4560,0,-1,2015-02-11
4554,0,-1,2015-01-03
4553,0,-1,2015-03-10
3220,0,-1,2014-09-03
5883,0,-1,2015-05-03
4558,0,-1,2014-12-04
3227,0,-1,2014-08-17
4557,0,34,2014-11-22
4556,0,29,2014-11-22
4555,0,32,2014-11-20
3228,0,8,2014-08-21
3229,0,1,2014-08-07
4559,0,-1,2015-03-10
5896,0,-1,2015-07-17
5895,0,4,2015-05-04
3231,0,22,2014-08-11
5894,0,-1,2015-08-08
3232,0,-1,2014-10-30
5893,0,1,2015-05-16
5899,0,1,2015-05-14
5898,0,1,2015-05-20
5897,0,5,2015-05-06
3239,0,3,2015-01-09
5870,0,-1,2015-06-27
4530,0,9,2014-12-07
5868,0,1,2015-06-15
4537,0,-1,2014-12-03
3211,0,-1,2014-12-22
5874,0,5,2015-05-08
5873,0,1,2015-06-03
5872,0,-1,2015-05-05
5871,0,7,2015-05-05
3215,0,-1,2014-09-03
3216,0,-1,2014-09-03
3213,0,-1,2014-10-29
3219,0,-1,2014-09-03
3217,0,-1,2014-09-03
3218,0,-1,2014-09-03
3183,1,4,2017-03-20
3185,1,-1,2017-06-26
3184,1,2,2017-03-20
3187,1,-1,2017-06-27
3186,1,-1,2017-06-26
3189,1,18,2017-03-23
3192,1,-1,2017-03-21
3191,1,2,2017-04-14
3194,1,5,2017-03-22
3193,1,18,2017-04-12
3196,1,58,2017-03-24
3195,1,16,2017-04-16
3198,1,1,2017-03-23
3197,1,-1,2017-06-29
3199,1,20,2017-03-25
998,0,-1,2013-12-08
993,0,-1,2014-05-02
990,0,-1,2014-06-24
3517,0,7,2014-09-09
3518,0,-1,2014-09-07
988,0,2,2014-02-06
989,0,-1,2014-04-17
985,0,-1,2014-04-30
4425,1,2,2018-01-22
4424,1,-1,2018-01-31
4427,1,1,2018-01-22
4426,1,3,2018-01-22
4429,1,10,2018-01-27
4428,1,-1,2018-02-01
4430,1,3,2018-01-23
4432,1,24,2018-01-24
4431,1,1,2018-01-24
3103,1,4,2017-02-28
4434,1,1,2018-01-26
4433,1,1,2018-01-26
4438,1,20,2018-01-30
4437,1,9,2018-01-28
4439,1,1,2018-01-30
4441,1,10,2018-02-04
4440,1,1,2018-01-31
4443,1,7,2018-02-03
4442,1,4,2018-02-03
3114,1,4,2017-02-28
4445,1,-1,2018-02-09
3113,1,18,2017-02-28
4444,1,10,2018-02-05
4446,1,1,2018-02-01
3118,1,11,2017-02-28
4449,1,1,2018-02-02
3119,1,19,2017-03-11
3121,1,7,2017-03-07
4452,1,-1,2018-02-11
3120,1,6,2017-03-13
4451,1,2,2018-02-04
3123,1,-1,2017-03-05
3125,1,1,2017-03-06
4456,1,-1,2018-02-06
3124,1,156,2017-11-18
4455,1,6,2018-02-05
3127,1,16,2017-03-06
4458,1,5,2018-02-07
3126,1,3,2017-03-06
4457,1,2,2018-02-06
3129,1,-1,2017-03-11
3128,1,1,2017-03-07
4459,1,13,2018-02-07
3130,1,5,2017-03-07
4461,1,7,2018-02-08
4460,1,-1,2018-02-11
3132,1,6,2017-03-11
3131,1,3,2017-03-07
4465,1,1,2018-02-09
3133,1,2,2017-03-08
4464,1,3,2018-02-08
4467,1,-1,2018-02-17
3138,1,27,2017-04-16
4469,1,1,2018-02-14
4468,1,8,2018-02-14
4470,1,8,2018-02-15
3141,1,1,2017-03-09
4472,1,1,2018-02-18
4471,1,8,2018-02-14
3143,1,1,2017-03-09
4474,1,5,2018-02-19
3142,1,11,2017-03-09
4473,1,5,2018-02-18
4476,1,1,2018-02-19
3144,1,10,2017-03-12
4475,1,3,2018-02-19
4478,1,-1,2018-02-23
4477,1,4,2018-02-21
3149,1,-1,2017-03-15
3148,1,5,2017-03-25
4479,1,-1,2018-02-24
3150,1,7,2017-03-13
4481,1,-1,2018-02-24
4480,1,-1,2018-02-24
4483,1,-1,2018-02-24
3151,1,1,2017-03-13
4482,1,3,2018-02-22
3154,1,6,2017-03-22
4485,1,-1,2018-02-23
3153,1,1,2017-03-14
4484,1,-1,2018-02-24
3156,1,8,2017-03-14
4487,1,-1,2018-02-26
4486,1,1,2018-02-25
3158,1,4,2017-03-16
3157,1,6,2017-03-19
3159,1,-1,2017-03-30
3167,1,1,2017-03-16
3169,1,7,2017-03-16
3168,1,-1,2017-09-11
3170,1,6,2017-03-28
3172,1,13,2017-04-25
3174,1,1,2017-03-19
3173,1,-1,2017-11-21
3176,1,1,2017-03-21
3175,1,1,2017-03-19
3178,1,-1,2017-03-20
3177,1,-1,2017-05-27
2298,0,-1,2014-07-24
2299,0,4,2014-05-11
2283,0,-1,2014-04-28
2284,0,-1,2014-04-28
2282,0,-1,2014-08-20
2274,0,11,2014-05-29
2275,0,149,2014-04-27
2290,0,-1,2014-05-08
2291,0,-1,2014-05-08
2294,0,-1,2014-05-01
2292,0,1,2014-04-29
2293,0,-1,2014-04-29
2285,0,-1,2014-04-28
2289,0,-1,2014-05-06
4401,1,1,2018-01-09
4400,1,1,2018-01-09
4403,1,16,2018-01-09
4402,1,17,2018-01-09
4405,1,-1,2018-01-24
4404,1,1,2018-01-10
4407,1,-1,2018-01-24
4406,1,-1,2018-01-24
4409,1,-1,2018-01-24
4408,1,-1,2018-01-24
4410,1,-1,2018-01-24
4411,1,1,2018-01-12
4414,1,2,2018-01-15
4413,1,3,2018-01-15
4415,1,1,2018-01-16
4418,1,4,2018-01-17
4417,1,29,2018-01-17
4419,1,-1,2018-01-30
4421,1,8,2018-01-18
4420,1,-1,2018-01-30
4423,1,-1,2018-01-21
4422,1,-1,2018-01-31
4880,0,1,2015-01-20
2210,0,546,2014-07-03
3540,0,1,2014-09-07
2212,0,5,2014-04-16
3560,0,1,2014-09-20
4890,0,-1,2015-02-27
2221,0,-1,2014-08-13
3551,0,-1,2015-01-16
3556,0,-1,2015-01-17
2225,0,-1,2015-06-06
3557,0,-1,2014-09-09
2226,0,1,2014-07-08
4887,0,3,2015-01-24
2223,0,2,2014-07-26
4886,0,1,2015-01-24
3555,0,2,2014-11-08
2229,0,-1,2014-04-26
3558,0,-1,2014-09-20
2227,0,-1,2014-09-23
3559,0,-1,2014-09-16
2228,0,-1,2014-09-23
3520,0,-1,2014-12-23
3523,0,-1,2014-12-14
3524,0,-1,2014-12-14
3527,0,3,2014-11-06
3525,0,-1,2014-10-08
3526,0,-1,2015-05-19
3531,0,1,2014-09-25
3534,0,2,2014-09-14
3535,0,-1,2014-09-12
3532,0,-1,2014-09-12
3533,0,1,2014-09-12
3538,0,3,2014-11-07
3539,0,-1,2014-12-17
3536,0,-1,2014-09-06
3537,0,-1,2014-09-12
929,0,-1,2014-04-30
922,0,-1,2013-11-25
921,0,13,2013-12-05
919,0,-1,2013-11-29
911,0,-1,2014-03-02
910,0,-1,2014-04-29
2273,0,-1,2014-05-19
2270,0,682,2014-05-16
2271,0,-1,2015-06-12
2265,0,-1,2014-09-27
2267,0,-1,2014-05-18
2268,0,-1,2014-08-18
908,0,1,2013-11-22
904,0,1,2013-11-23
902,0,-1,2013-12-06
901,0,15,2013-12-02
2240,0,-1,2014-04-28
4895,0,4,2015-01-30
4894,0,1,2015-01-20
3564,0,8,2014-09-12
3561,0,1,2014-09-18
2230,0,7,2014-06-11
3562,0,18,2014-09-20
2236,0,-1,2014-06-14
2237,0,21,2014-04-23
3568,0,5,2014-09-11
2234,0,-1,2014-08-17
3565,0,2,2014-09-12
2239,0,-1,2014-10-01
2241,0,396,2014-04-26
2242,0,1,2014-04-28
2247,0,-1,2014-04-28
2245,0,-1,2014-06-15
2246,0,-1,2014-04-28
3060,1,12,2017-02-22
4391,1,20,2018-01-13
4390,1,-1,2018-01-20
3062,1,1,2017-02-17
4393,1,3,2018-01-14
3061,1,15,2017-02-19
3064,1,5,2017-03-02
3063,1,7,2017-05-18
4394,1,2,2018-01-10
3066,1,2,2017-02-20
4397,1,-1,2018-01-22
3065,1,4,2017-02-28
3068,1,-1,2017-03-02
4399,1,-1,2018-01-08
3067,1,-1,2017-02-20
4398,1,2,2018-01-08
3069,1,-1,2017-02-23
3071,1,2,2017-02-21
3070,1,-1,2017-05-08
3073,1,-1,2017-06-05
3072,1,1,2017-02-21
3075,1,11,2017-02-21
3074,1,-1,2017-05-08
3077,1,1,2017-02-22
3076,1,1,2017-03-01
3079,1,-1,2017-06-08
3078,1,1,2017-02-22
3080,1,1,2017-02-22
3082,1,4,2017-02-23
3081,1,1,2017-02-22
3084,1,12,2017-03-31
3083,1,18,2017-02-25
3086,1,7,2017-03-06
3085,1,7,2017-03-27
3088,1,-1,2017-03-02
3087,1,3,2017-03-04
3089,1,-1,2017-02-26
3091,1,8,2017-02-27
3090,1,5,2017-04-09
3093,1,31,2017-02-28
3092,1,-1,2017-06-12
4712,0,4,2015-01-08
4711,0,2,2015-01-10
4710,0,-1,2015-04-14
4715,0,4,2015-01-10
4714,0,4,2015-01-10
4713,0,5,2015-01-10
4719,0,-1,2015-02-03
4718,0,-1,2015-04-15
4717,0,1,2015-01-15
4723,0,6,2015-01-14
4722,0,3,2015-01-15
4721,0,2,2015-05-01
4720,0,-1,2015-01-09
4705,0,-1,2015-04-14
4704,0,-1,2015-01-18
4709,0,1,2015-01-14
4707,0,1,2015-01-22
4306,1,-1,2017-12-16
4305,1,-1,2017-11-16
4309,1,-1,2017-11-16
4311,1,2,2017-11-18
4310,1,16,2017-11-18
4313,1,1,2017-11-17
4312,1,3,2017-11-20
4319,1,1,2017-11-20
4318,1,2,2017-11-17
4320,1,-1,2017-12-18
4322,1,-1,2017-12-19
4326,1,-1,2017-12-20
4327,1,-1,2017-11-22
3000,1,23,2017-02-07
3002,1,27,2017-02-07
4333,1,6,2017-12-07
3001,1,8,2017-02-15
3004,1,-1,2017-02-19
4335,1,-1,2017-12-10
3003,1,27,2017-02-07
3006,1,5,2017-02-07
4337,1,3,2017-11-26
4336,1,2,2017-11-26
3008,1,4,2017-02-07
4339,1,-1,2017-11-27
3007,1,1,2017-02-13
4338,1,1,2017-11-26
3009,1,3,2017-02-17
4340,1,1,2017-11-28
4342,1,1,2017-11-29
3011,1,-1,2017-05-26
3010,1,-1,2017-02-19
4341,1,39,2018-02-03
3013,1,-1,2017-04-29
4344,1,-1,2017-12-25
3012,1,57,2017-02-19
4343,1,1,2017-11-29
3015,1,-1,2017-02-08
4346,1,-1,2017-12-25
3014,1,-1,2017-02-08
4345,1,-1,2017-12-25
3017,1,1,2017-02-08
4348,1,-1,2017-12-25
3016,1,1,2017-02-22
4347,1,-1,2017-12-25
3019,1,24,2017-03-19
3018,1,4,2017-02-08
4349,1,-1,2017-12-25
3020,1,4,2017-02-09
4351,1,2,2017-11-30
4350,1,1,2017-11-30
4353,1,1,2017-12-04
3022,1,-1,2017-05-30
3021,1,4,2017-02-13
4352,1,1,2017-12-01
3024,1,1,2017-02-09
4355,1,2,2017-12-05
3023,1,9,2017-02-09
4354,1,1,2017-12-04
3026,1,2,2017-02-10
4357,1,19,2017-12-30
3025,1,6,2017-02-11
4356,1,13,2017-12-23
3028,1,-1,2017-02-24
4359,1,1,2017-12-06
3027,1,26,2017-04-05
4358,1,10,2017-12-06
3029,1,6,2017-02-16
4360,1,2,2017-12-06
3031,1,1,2017-02-25
4362,1,1,2017-12-18
3030,1,2,2017-02-13
4361,1,1,2017-12-06
3033,1,1,2017-02-14
4364,1,2,2017-12-11
3032,1,2,2017-02-13
4363,1,13,2017-12-25
3035,1,-1,2017-02-14
4366,1,10,2017-12-30
3034,1,-1,2017-02-14
4365,1,1,2017-12-07
3037,1,-1,2017-06-02
3036,1,-1,2017-02-14
4367,1,-1,2018-01-01
3039,1,8,2017-02-15
3038,1,2,2017-02-15
4369,1,1,2017-12-11
3040,1,35,2017-04-16
4371,1,-1,2017-12-10
4370,1,5,2017-12-11
3042,1,2,2017-02-17
4373,1,1,2017-12-11
3041,1,1,2017-02-15
4372,1,1,2017-12-10
3044,1,1,2017-02-23
4375,1,-1,2017-12-12
3043,1,2,2017-02-15
4374,1,1,2017-12-11
3046,1,2,2017-02-15
4377,1,9,2017-12-15
3045,1,1,2017-02-15
4376,1,19,2018-01-05
3048,1,4,2017-02-16
4379,1,1,2017-12-15
3047,1,1,2017-02-15
4378,1,15,2017-12-13
3049,1,5,2017-02-18
4380,1,2,2017-12-15
3051,1,-1,2017-02-26
4382,1,1,2017-12-15
3050,1,1,2017-02-28
4381,1,3,2017-12-15
3053,1,1,2017-02-22
4384,1,1,2017-12-15
3052,1,1,2017-02-20
4383,1,1,2017-12-15
3055,1,10,2017-02-20
4386,1,4,2017-12-18
3054,1,2,2017-02-16
4385,1,3,2017-12-20
3057,1,5,2017-02-20
4388,1,1,2017-12-22
3056,1,7,2017-02-16
4387,1,2,2017-12-25
3059,1,1,2017-02-16
3058,1,1,2017-05-09
4389,1,1,2018-01-05
2177,0,-1,2014-09-21
2195,0,-1,2014-04-24
2194,0,-1,2014-04-20
2162,0,-1,2014-05-06
2160,0,12,2014-04-16
2161,0,-1,2014-07-09
2155,0,-1,2014-06-02
2153,0,4,2014-04-06
2154,0,-1,2014-07-07
2159,0,-1,2014-05-06
2158,0,-1,2014-05-06
2170,0,-1,2014-04-16
2173,0,5,2014-09-24
2171,0,1,2014-04-16
2166,0,-1,2014-04-16
3498,0,3,2014-08-29
2164,0,-1,2014-04-12
2165,0,-1,2014-04-08
2168,0,-1,2014-04-16
2169,0,-1,2014-04-16
2199,0,6,2014-07-28
2198,0,-1,2014-10-03
4300,1,3,2017-11-15
4302,1,-1,2017-11-15
4301,1,3,2017-11-15
4752,0,-1,2015-01-14
4750,0,1,2015-01-13
4756,0,10,2015-01-20
4755,0,-1,2015-04-06
4754,0,-1,2015-01-24
4758,0,5,2015-01-19
4757,0,1,2015-01-16
4770,0,3,2015-01-17
2100,0,-1,2013-04-24
4763,0,-1,2015-04-19
2101,0,-1,2013-04-29
4762,0,9,2015-01-17
2104,0,-1,2013-05-01
4767,0,-1,2015-04-13
2105,0,-1,2013-05-01
4766,0,2,2015-01-17
2102,0,-1,2013-04-30
4765,0,2,2015-01-21
2103,0,-1,2013-04-30
2108,0,-1,2013-05-11
2109,0,-1,2013-05-11
2106,0,-1,2013-05-02
4769,0,-1,2015-02-23
2107,0,-1,2013-05-11
4768,0,-1,2015-04-19
4734,0,1,2015-01-12
4732,0,1,2015-01-16
4731,0,1,2015-01-12
4737,0,4,2015-01-14
4736,0,-1,2015-01-12
4739,0,-1,2015-01-12
4741,0,-1,2015-02-18
4740,0,-1,2015-02-18
4745,0,-1,2015-02-12
3414,0,122,2014-08-27
4744,0,2,2015-02-06
4743,0,4,2015-01-31
4742,0,1,2015-01-14
4749,0,-1,2015-02-13
3415,0,1,2014-09-02
2133,0,8,2014-04-23
2134,0,-1,2014-07-02
2131,0,-1,2013-07-01
2132,0,-1,2013-05-16
2137,0,3,2014-04-02
2138,0,4,2014-03-31
2135,0,2,2014-04-04
2136,0,-1,2014-04-20
2139,0,4,2014-03-31
2151,0,-1,2014-08-04
2150,0,-1,2014-04-05
2143,0,2,2014-04-02
2149,0,-1,2014-04-11
2147,0,-1,2014-04-06
4781,0,3,2015-01-27
4780,0,4,2015-01-23
2111,0,-1,2013-05-12
2112,0,-1,2013-05-16
4772,0,1,2015-01-19
2110,0,-1,2013-05-11
4771,0,-1,2015-04-19
2115,0,-1,2013-03-19
4778,0,-1,2015-04-20
2116,0,-1,2013-03-31
4777,0,-1,2015-04-20
2113,0,-1,2013-06-23
4776,0,-1,2015-04-20
2114,0,-1,2013-06-30
2119,0,-1,2013-04-30
2117,0,-1,2013-04-14
2118,0,-1,2013-04-19
4779,0,1,2015-01-21
2130,0,-1,2013-06-30
4790,0,10,2015-01-19
2122,0,-1,2013-06-18
2123,0,-1,2013-06-25
4784,0,-1,2015-04-21
2120,0,-1,2013-05-07
4783,0,-1,2015-04-21
2121,0,-1,2013-05-24
2126,0,-1,2013-06-29
4789,0,1,2015-01-19
2127,0,-1,2013-06-29
4788,0,-1,2015-04-21
2124,0,-1,2013-06-28
4787,0,-1,2015-04-21
2125,0,-1,2013-06-28
4786,0,-1,2015-04-21
2128,0,-1,2013-06-29
2129,0,-1,2013-06-29
2413,0,2,2014-05-29
2416,0,6,2014-05-29
2414,0,-1,2014-05-31
2415,0,5,2014-05-29
2419,0,-1,2015-03-08
2420,0,-1,2014-10-31
2423,0,21,2014-06-17
2424,0,-1,2014-07-09
2421,0,-1,2014-10-31
2422,0,-1,2014-10-31
2427,0,1,2014-06-11
3758,0,8,2014-10-01
2425,0,-1,2014-10-15
2426,0,7,2014-06-03
1191,0,50,2014-03-27
1193,0,50,2014-03-27
1195,0,57,2017-01-14
1197,0,-1,2014-05-18
1196,0,8,2014-05-08
1199,0,-1,2013-12-23
1198,0,127,2014-03-27
1120,0,-1,2013-12-24
1127,0,-1,2013-12-19
2470,0,-1,2014-08-05
2471,0,-1,2014-10-28
2463,0,11,2014-06-13
2464,0,-1,2014-06-04
2467,0,-1,2014-06-04
2468,0,-1,2014-06-04
1137,0,3,2013-12-20
2465,0,1,2014-05-31
1136,0,-1,2013-12-10
2466,0,2,2014-06-13
2469,0,-1,2014-05-29
2430,0,-1,2014-07-06
2431,0,7,2014-06-12
2434,0,-1,2014-11-04
2432,0,5,2014-06-08
2433,0,-1,2014-05-28
3771,0,7,2014-10-01
1117,0,-1,2013-12-10
1116,0,-1,2014-05-11
1119,0,6,2013-12-16
1118,0,4,2013-12-16
2496,0,-1,2014-10-29
2494,0,6,2014-06-05
2495,0,-1,2014-10-29
1181,0,-1,2014-06-25
1184,0,-1,2013-12-23
1175,0,-1,2014-06-24
1174,0,-1,2014-06-24
1177,0,-1,2014-06-24
1178,0,-1,2014-03-22
2481,0,-1,2014-09-14
2482,0,-1,2014-09-14
2480,0,-1,2014-11-07
2474,0,-1,2014-06-12
2475,0,-1,2014-07-10
2472,0,-1,2014-06-01
2473,0,-1,2014-06-12
2478,0,-1,2014-06-06
1145,0,-1,2013-12-21
2476,0,-1,2014-06-12
2477,0,-1,2014-06-06
1149,0,-1,2014-11-10
2493,0,8,2014-06-05
2490,0,2,2014-06-03
2491,0,-1,2014-06-03
1153,0,3,2014-04-27
1152,0,8,2014-04-23
2483,0,3,2014-06-02
1154,0,1,2014-04-25
2484,0,-1,2014-10-28
2489,0,-1,2014-07-11
2487,0,1,2015-04-09
2488,0,-1,2014-06-07
4921,0,3,2015-01-26
4922,0,2,2015-01-22
4907,0,1,2015-01-22
4954,0,-1,2015-01-30
3622,0,4,2014-09-23
4953,0,1,2015-02-20
3623,0,9,2014-09-19
4952,0,-1,2015-01-30
3620,0,89,2014-10-24
3621,0,4,2014-09-16
3624,0,3,2014-09-18
4955,0,-1,2015-04-28
3633,0,2,2014-09-19
2300,0,-1,2014-07-24
2306,0,-1,2014-10-15
4969,0,-1,2015-02-02
2307,0,1,2014-05-06
2304,0,-1,2014-05-26
2305,0,-1,2014-05-10
2308,0,-1,2014-05-11
3639,0,-1,2016-08-20
2309,0,1,2014-05-01
4935,0,-1,2015-04-26
3612,0,2,2014-09-15
3610,0,-1,2014-09-16
4947,0,8,2015-01-31
4946,0,-1,2015-04-27
4945,0,2,2015-01-27
3613,0,-1,2014-11-28
4944,0,2,2015-02-02
3619,0,-1,2014-09-18
3618,0,-1,2014-10-04
1070,0,-1,2014-05-09
1072,0,7,2013-12-07
1074,0,-1,2015-03-03
1073,0,-1,2013-12-23
1064,0,-1,2014-05-09
1067,0,4,2013-12-04
1068,0,8,2014-06-04
2399,0,-1,2014-05-28
2331,0,-1,2017-04-14
2330,0,-1,2014-10-11
2335,0,-1,2014-05-10
1005,0,-1,2014-05-03
1004,0,-1,2014-05-03
1007,0,34,2013-12-16
2337,0,-1,2014-06-07
2350,0,1,2014-05-21
1010,0,-1,2013-12-14
2342,0,-1,2016-09-14
2343,0,-1,2014-05-12
3674,0,1,2015-02-12
1012,0,-1,2014-03-26
2340,0,1,2014-05-08
1011,0,3,2014-01-29
2341,0,2,2014-05-15
2346,0,1,2014-05-12
2347,0,4,2014-05-16
1016,0,3,2014-01-29
2344,0,-1,2014-06-19
3675,0,1,2014-10-20
1015,0,50,2017-02-19
2345,0,-1,2014-08-02
3676,0,-1,2015-01-15
2348,0,1,2014-05-13
2349,0,-1,2014-05-21
2310,0,1,2014-05-01
4971,0,6,2015-02-21
4970,0,-1,2015-01-30
4975,0,37,2015-03-01
3645,0,-1,2014-09-28
4974,0,9,2015-02-01
4973,0,-1,2015-02-15
2317,0,-1,2014-10-13
2315,0,-1,2014-05-08
2316,0,1,2014-05-04
3647,0,1,2014-09-22
2321,0,-1,2014-08-25
2324,0,-1,2013-04-03
4987,0,5,2015-02-04
2325,0,-1,2014-05-06
3656,0,1,2014-09-23
2322,0,-1,2014-10-18
3653,0,8,2014-09-22
2323,0,-1,2014-05-05
3654,0,-1,2015-01-18
2328,0,-1,2014-05-14
2329,0,1,2014-05-07
4989,0,-1,2015-05-01
2327,0,-1,2014-10-09
2382,0,1,2014-05-21
1052,0,8,2013-12-25
2380,0,6,2014-05-21
2375,0,-1,2014-05-24
2376,0,-1,2014-05-20
2373,0,-1,2014-05-23
1044,0,1,2013-12-15
2374,0,-1,2014-05-20
2379,0,-1,2014-05-20
1049,0,10,2013-12-03
2377,0,-1,2014-05-20
2378,0,2,2014-06-03
2390,0,-1,2014-10-21
1063,0,-1,2014-04-11
2386,0,-1,2014-07-29
1053,0,1,2013-12-05
2387,0,-1,2014-05-30
1056,0,8,2013-12-21
2384,0,-1,2014-05-27
1055,0,-1,2013-12-25
2385,0,2,2014-05-23
1058,0,-1,2013-12-18
1057,0,-1,2013-12-18
2388,0,1,2014-05-22
2389,0,9,2014-05-28
2360,0,-1,2014-05-15
2361,0,1,2014-05-15
1030,0,-1,2015-06-13
1021,0,185,2013-11-29
2353,0,-1,2014-08-03
2354,0,2,2014-05-15
3685,0,8,2014-09-25
1023,0,230,2015-07-18
2351,0,-1,2014-05-21
3682,0,3,2014-10-04
2352,0,2,2014-05-13
3683,0,3,2015-02-07
2357,0,-1,2014-05-17
3688,0,6,2014-09-27
1024,0,14,2013-12-05
2358,0,-1,2014-08-05
2355,0,1,2014-05-14
3686,0,1,2014-09-27
2356,0,1,2014-05-17
3687,0,-1,2014-12-06
2359,0,-1,2014-09-02
2371,0,10,2014-09-02
1041,0,-1,2014-04-09
2370,0,1,2014-05-19
1032,0,-1,2013-12-17
1031,0,-1,2014-11-02
2362,0,8,2014-06-13
1036,0,-1,2013-12-20
2368,0,24,2014-06-20
2369,0,24,2014-06-18
2367,0,-1,2014-09-17
4028,1,-1,2017-10-14
2615,0,4,2014-08-21
2618,0,-1,2014-11-03
2619,0,1,2014-06-11
2617,0,-1,2014-06-18
4045,1,-1,2017-08-22
4044,1,-1,2017-10-15
4047,1,13,2017-09-14
4046,1,1,2017-08-23
4049,1,1,2017-09-21
4048,1,45,2017-11-12
3929,0,-1,2014-10-13
4050,1,1,2017-08-26
4052,1,2,2017-08-25
4054,1,12,2017-09-05
3923,0,10,2014-10-08
3924,0,1,2014-10-08
4053,1,26,2017-10-26
4056,1,-1,2017-10-19
4058,1,6,2017-08-31
4057,1,-1,2017-09-19
3925,0,-1,2014-12-15
4059,1,1,2017-08-29
3926,0,6,2015-01-26
4061,1,2,2017-09-08
4060,1,1,2017-08-30
2600,0,-1,2014-08-09
4063,1,6,2017-09-01
4062,1,1,2017-09-01
4065,1,2,2017-09-06
2603,0,-1,2015-09-06
4064,1,-1,2017-09-24
2604,0,-1,2014-11-03
2601,0,-1,2014-08-09
2602,0,-1,2014-07-10
4069,1,2,2017-09-08
2607,0,41,2014-06-21
2608,0,-1,2014-09-20
2605,0,3,2014-06-18
2606,0,-1,2014-06-11
2651,0,5,2014-08-29
2654,0,-1,2014-11-13
2655,0,-1,2014-11-02
3986,0,2,2014-10-14
2652,0,3,2014-06-16
1326,0,2,2014-01-20
2659,0,8,2014-07-03
1328,0,5,2014-01-20
3987,0,-1,2014-10-14
1327,0,2,2014-01-20
2657,0,-1,2014-06-23
3988,0,5,2014-10-16
1329,0,4,2014-01-20
3992,0,-1,2015-01-12
2662,0,-1,2014-06-19
3993,0,-1,2015-01-12
4081,1,1,2017-09-06
1331,0,4,2014-01-20
3990,0,1,2014-10-13
1330,0,5,2014-01-20
2660,0,-1,2014-06-19
