id,grp,cycle_time_days,created_date
3991,0,-1,2014-10-13
4080,1,-1,2017-10-24
4083,1,-1,2017-09-08
1333,0,4,2014-01-21
2665,0,-1,2014-09-26
1332,0,5,2014-01-21
4082,1,-1,2017-10-24
4085,1,7,2017-09-07
1335,0,4,2014-01-21
2663,0,1,2014-06-17
3994,0,-1,2015-01-12
4084,1,1,2017-09-05
3995,0,-1,2014-11-16
4087,1,23,2017-09-05
4086,1,2,2017-09-09
4089,1,44,2017-09-08
2668,0,4,2014-08-27
4088,1,-1,2017-10-26
4092,1,1,2017-09-08
4091,1,5,2017-09-11
1300,0,-1,2014-02-14
2632,0,-1,2014-09-21
4094,1,-1,2017-10-28
2633,0,-1,2014-09-21
4093,1,-1,2017-10-28
4096,1,10,2017-09-24
1302,0,19,2014-06-19
2631,0,1,2014-09-21
4095,1,-1,2017-10-28
4098,1,-1,2017-10-28
2637,0,9,2014-06-16
4097,1,-1,2017-10-28
2634,0,-1,2014-06-11
4099,1,38,2017-12-06
2638,0,8,2014-06-16
2640,0,-1,2014-11-16
2643,0,-1,2014-11-06
2642,0,-1,2014-09-23
1315,0,11,2014-01-09
2645,0,-1,2014-07-20
1316,0,-1,2014-06-02
1318,0,3,2014-01-09
3909,0,1,2014-10-07
3901,0,-1,2014-10-09
3900,0,-1,2014-10-09
3905,0,-1,2014-10-09
3906,0,4,2014-10-09
3903,0,-1,2015-01-31
3904,0,5,2014-10-11
3910,0,-1,2014-10-10
3917,0,-1,2015-02-01
4005,1,1,2017-08-08
4004,1,7,2017-08-08
3915,0,2,2014-10-08
4007,1,3,2017-08-24
4006,1,1,2017-08-08
4009,1,1,2017-08-13
4008,1,1,2017-08-09
4010,1,-1,2017-09-06
4012,1,4,2017-08-11
4011,1,3,2017-08-12
4014,1,1,2017-08-15
4013,1,1,2017-08-14
4016,1,14,2017-08-18
4015,1,-1,2017-10-10
4017,1,1,2017-08-18
4021,1,8,2017-08-22
4023,1,1,2017-08-17
4022,1,8,2017-08-21
4025,1,-1,2017-10-13
4024,1,-1,2017-10-12
4027,1,-1,2017-10-13
4026,1,2,2017-08-20
1371,0,-1,2014-01-13
1370,0,-1,2014-04-09
1362,0,4,2014-01-22
1364,0,4,2014-01-23
1363,0,4,2014-01-22
1366,0,-1,2014-04-27
1365,0,5,2014-01-23
1368,0,-1,2014-12-03
1367,0,-1,2014-07-28
1369,0,-1,2014-01-13
1380,0,-1,2014-07-14
1382,0,-1,2014-12-03
1381,0,1,2014-01-17
1373,0,1,2014-01-13
1374,0,-1,2014-06-06
2672,0,5,2014-06-20
2673,0,-1,2014-06-24
1342,0,2,2014-01-12
2670,0,-1,2014-06-18
2671,0,-1,2014-06-18
1344,0,-1,2014-12-02
2676,0,8,2014-06-25
1343,0,-1,2014-02-21
2677,0,6,2014-06-25
1346,0,-1,2014-05-08
1345,0,-1,2014-01-14
1348,0,-1,2014-02-05
1347,0,351,2014-01-16
1349,0,-1,2014-05-08
1360,0,52,2014-07-26
1351,0,-1,2014-06-05
1350,0,-1,2014-06-05
1353,0,-1,2014-04-24
1352,0,-1,2014-06-05
1355,0,-1,2014-04-16
1354,0,-1,2014-06-05
1357,0,-1,2014-07-27
1356,0,-1,2014-01-18
1358,0,165,2014-02-03
1391,0,1,2014-08-19
1384,0,-1,2014-12-03
1383,0,-1,2014-12-03
1386,0,9,2014-01-27
1385,0,-1,2014-01-17
1388,0,-1,2014-05-09
1387,0,-1,2014-05-09
1399,0,-1,2014-01-18
1398,0,-1,2014-07-31
3825,0,-1,2015-01-31
3826,0,1,2014-09-30
2501,0,8,2014-06-09
3832,0,-1,2014-11-07
3835,0,-1,2015-04-23
3836,0,-1,2014-10-06
3833,0,150,2015-02-01
2508,0,6,2014-06-06
2506,0,-1,2014-06-11
3809,0,-1,2015-01-25
3802,0,10,2014-10-04
3803,0,13,2014-10-08
3801,0,8,2014-10-02
3804,0,29,2014-10-14
3810,0,-1,2015-01-31
3813,0,7,2014-09-29
1200,0,15,2013-12-23
3865,0,6,2014-10-11
1203,0,4,2013-12-24
2537,0,-1,2014-09-16
1204,0,-1,2014-03-22
1207,0,13,2013-12-24
3866,0,9,2014-10-13
1206,0,50,2014-03-28
3867,0,2,2014-10-05
1209,0,17,2013-12-18
1210,0,-1,2014-03-16
3875,0,-1,2015-02-05
3876,0,-1,2015-02-05
3873,0,-1,2015-02-05
3874,0,1,2014-10-06
2548,0,-1,2014-10-12
3879,0,-1,2015-01-06
1218,0,7,2013-12-24
3877,0,217,2014-10-10
1217,0,-1,2014-02-05
3847,0,-1,2015-02-03
3853,0,-1,2015-01-26
3854,0,-1,2015-01-28
3858,0,4,2014-10-03
3859,0,10,2014-10-19
2574,0,-1,2014-06-07
1245,0,-1,2014-02-07
3890,0,1,2014-10-15
2551,0,1,2014-06-07
3882,0,-1,2015-02-05
2552,0,-1,2014-06-09
2550,0,-1,2014-06-06
3887,0,-1,2014-10-06
3884,0,8,2014-12-11
1224,0,16,2013-12-25
3885,0,9,2014-12-15
3888,0,1,2014-11-13
3889,0,1,2014-11-15
1230,0,-1,2014-05-20
1232,0,-1,2014-01-14
3891,0,2,2014-10-07
1231,0,-1,2014-02-06
3899,0,-1,2014-10-09
1239,0,-1,2014-02-02
1290,0,3,2014-01-23
1294,0,-1,2014-05-24
1289,0,-1,2014-05-22
1296,0,-1,2014-11-23
1295,0,-1,2014-02-28
1298,0,-1,2015-03-20
1297,0,-1,2014-11-23
1299,0,-1,2015-03-11
1272,0,-1,2013-12-30
1271,0,59,2014-04-07
2595,0,-1,2014-11-01
2596,0,7,2014-11-25
2599,0,-1,2014-08-09
1269,0,163,2013-12-26
2597,0,1,2014-08-09
1268,0,363,2013-12-26
2598,0,-1,2014-07-14
1521,0,-1,2014-06-13
2852,0,-1,2014-09-03
1522,0,-1,2014-05-17
2853,0,-1,2014-09-03
2850,0,-1,2014-09-03
1520,0,-1,2014-06-13
2851,0,-1,2014-08-20
2856,0,6,2014-07-18
1523,0,-1,2015-02-02
2854,0,-1,2014-09-03
1524,0,-1,2014-05-17
2855,0,-1,2014-08-21
1527,0,-1,2014-07-28
2858,0,4,2014-08-20
1528,0,50,2014-04-23
2860,0,5,2014-07-26
1533,0,8,2014-02-06
2864,0,4,2014-08-11
1530,0,1,2014-01-27
1536,0,1,2014-01-31
2867,0,-1,2014-11-11
1537,0,-1,2014-01-31
2868,0,-1,2014-11-30
2865,0,-1,2014-11-10
1535,0,-1,2014-02-16
2866,0,1,2014-09-08
2869,0,6,2014-07-19
1509,0,-1,2014-02-08
2830,0,-1,2014-07-15
1500,0,-1,2014-06-11
2831,0,-1,2014-07-13
2834,0,-1,2014-09-11
2835,0,-1,2014-07-13
2832,0,-1,2014-07-15
2833,0,4,2014-07-15
1507,0,-1,2014-02-04
2838,0,8,2014-07-18
1508,0,-1,2014-02-12
2839,0,-1,2014-07-24
1505,0,1,2014-01-31
2836,0,-1,2014-07-13
1506,0,10,2014-02-04
2837,0,-1,2014-08-10
2841,0,-1,2014-07-24
2842,0,-1,2014-07-24
2840,0,-1,2014-07-14
2845,0,9,2014-07-16
2846,0,9,2014-07-31
2843,0,5,2014-07-16
2844,0,1,2014-07-14
1518,0,-1,2014-01-24
2849,0,10,2014-08-16
1519,0,-1,2014-01-24
2847,0,1,2014-07-15
1517,0,2,2014-03-21
2848,0,1,2014-08-20
2891,0,-1,2014-12-06
1575,0,-1,2014-03-04
2870,0,8,2014-07-19
1540,0,-1,2014-01-29
2871,0,8,2014-07-19
1543,0,-1,2014-02-12
1541,0,8,2014-02-02
1542,0,8,2014-02-06
2885,0,-1,2014-12-04
1175,1,-1,2016-03-24
1184,1,7,2016-01-19
1185,1,14,2016-03-18
1198,1,-1,2016-05-20
1199,1,3,2016-01-21
2819,0,7,2014-07-14
2829,0,-1,2014-07-13
2820,0,-1,2014-08-07
2823,0,-1,2014-08-07
2824,0,3,2014-07-28
2821,0,5,2014-07-19
2822,0,1,2014-12-06
2827,0,1,2014-07-12
2828,0,-1,2014-07-10
2825,0,8,2014-07-12
2826,0,2,2014-07-12
2807,0,-1,2014-07-11
2801,0,2,2014-07-12
2800,0,-1,2014-07-18
2805,0,-1,2014-12-04
2806,0,-1,2014-07-13
2803,0,2,2014-07-10
2804,0,1,2014-07-10
2402,1,5,2016-10-23
2405,1,2,2016-10-15
2406,1,48,2016-10-11
2407,1,3,2016-12-10
2409,1,-1,2016-10-31
2410,1,26,2016-10-31
2411,1,-1,2017-02-04
2413,1,98,2017-05-20
3745,1,1,2017-06-24
2414,1,-1,2016-11-21
3744,1,9,2017-06-27
2415,1,10,2016-10-17
3747,1,4,2017-06-23
2416,1,10,2016-10-17
3746,1,-1,2017-09-01
2417,1,8,2016-10-17
2418,1,4,2016-10-17
3748,1,1,2017-06-21
997,1,-1,2016-01-24
996,1,-1,2016-01-24
999,1,-1,2016-01-24
998,1,-1,2016-01-24
990,1,3,2015-12-05
993,1,-1,2016-01-24
992,1,-1,2015-11-17
995,1,-1,2016-01-24
994,1,-1,2016-01-24
3751,1,4,2017-06-21
3758,1,-1,2017-09-01
2427,1,2,2016-11-10
3757,1,-1,2017-09-01
2428,1,47,2017-01-16
2429,1,5,2016-10-28
3761,1,-1,2017-07-07
2430,1,4,2016-10-26
2431,1,29,2016-10-23
3763,1,-1,2017-09-01
3762,1,-1,2017-09-01
3765,1,-1,2017-09-01
3764,1,1,2017-06-21
3769,1,-1,2017-09-02
3770,1,-1,2017-09-02
2440,1,19,2016-10-22
3772,1,-1,2017-07-03
1110,1,4,2015-12-09
2441,1,14,2016-10-22
3771,1,-1,2017-07-03
2442,1,8,2016-11-01
3774,1,28,2017-07-03
2443,1,70,2016-12-05
2444,1,16,2016-10-23
3776,1,-1,2017-08-21
3775,1,63,2017-11-04
1115,1,3,2015-12-07
2447,1,17,2016-12-15
3777,1,65,2017-07-06
2448,1,-1,2016-10-13
2449,1,29,2016-10-27
3779,1,-1,2017-06-26
2450,1,71,2016-10-27
3780,1,13,2017-07-31
2451,1,24,2016-10-25
2454,1,19,2016-10-27
2455,1,4,2016-10-25
2456,1,3,2016-10-25
1129,1,-1,2016-05-05
1135,1,8,2015-12-30
1136,1,-1,2016-07-31
1137,1,188,2015-12-21
1140,1,23,2016-01-17
2471,1,-1,2016-11-30
2472,1,-1,2016-11-30
1142,1,-1,2016-03-01
1143,1,5,2016-01-21
2476,1,-1,2016-11-30
1147,1,20,2016-01-11
2478,1,-1,2016-12-01
2479,1,-1,2016-12-01
2480,1,-1,2016-10-28
2481,1,-1,2016-12-01
2482,1,-1,2016-12-01
2483,1,50,2017-04-08
1153,1,6,2016-01-11
2484,1,6,2016-10-31
1154,1,7,2016-01-11
2485,1,-1,2016-12-02
1155,1,10,2016-01-11
2486,1,1,2016-10-31
1156,1,12,2016-01-29
1583,0,-1,2014-02-06
1584,0,-1,2014-02-03
3730,1,7,2017-06-22
1400,0,359,2014-01-14
2735,0,-1,2014-07-16
2736,0,1,2014-07-24
1408,0,-1,2014-06-07
2739,0,6,2014-06-22
2737,0,-1,2014-11-17
2738,0,1,2014-07-28
1411,0,-1,2014-04-27
2742,0,2,2014-06-29
2743,0,38,2014-11-05
2740,0,-1,2014-06-27
2741,0,-1,2014-06-27
2744,0,1,2014-08-22
2745,0,-1,2014-06-29
1418,0,-1,2014-02-12
2749,0,1,2014-06-24
2715,0,7,2014-06-19
2720,0,-1,2014-06-19
2722,0,-1,2014-06-19
2772,0,49,2014-10-26
2770,0,-1,2014-11-26
2775,0,-1,2014-11-18
1445,0,-1,2014-01-20
2776,0,-1,2014-08-26
2773,0,5,2014-07-04
2774,0,-1,2014-07-02
1448,0,-1,2014-01-18
2779,0,30,2014-07-03
1449,0,19,2014-01-16
1446,0,-1,2014-06-09
2777,0,-1,2014-07-17
1447,0,-1,2014-02-17
2778,0,7,2014-07-05
1451,0,-1,2014-01-20
2750,0,-1,2014-11-13
2753,0,-1,2014-11-20
1423,0,1,2014-01-23
2754,0,-1,2014-07-01
2751,0,1,2014-06-29
2752,0,-1,2014-10-26
1426,0,10,2014-01-15
1424,0,-1,2014-06-08
2755,0,3,2014-07-01
1425,0,-1,2014-07-22
2756,0,3,2014-06-26
2764,0,1,2014-06-26
2765,0,-1,2014-11-22
2762,0,-1,2014-11-15
2763,0,-1,2014-07-02
2768,0,1,2014-07-02
2769,0,6,2014-07-10
2767,0,27,2014-07-13
919,1,-1,2015-11-14
918,1,1,2015-11-08
920,1,-1,2015-11-14
922,1,-1,2015-11-14
921,1,-1,2015-11-14
924,1,118,2015-11-12
923,1,10,2015-11-06
926,1,172,2015-11-06
925,1,118,2015-11-12
2376,1,-1,2017-02-27
928,1,5,2015-11-07
927,1,4,2015-11-09
930,1,7,2015-11-11
1083,1,-1,2016-02-19
1084,1,3,2016-01-08
985,1,9,2015-11-23
987,1,24,2015-11-27
980,1,-1,2015-11-20
984,1,5,2015-11-20
979,1,-1,2016-04-25
3642,1,5,2017-07-23
2313,1,3,2016-09-27
3643,1,-1,2017-06-21
2314,1,-1,2017-02-18
2315,1,7,2016-10-05
2316,1,-1,2016-10-27
2317,1,15,2016-10-07
2318,1,16,2016-09-23
2319,1,2,2016-09-29
2320,1,19,2016-11-15
2321,1,18,2016-09-28
2323,1,-1,2016-09-26
1000,1,-1,2016-01-22
1001,1,-1,2016-01-24
1002,1,-1,2016-01-24
1003,1,-1,2016-01-24
1004,1,-1,2016-01-24
1005,1,-1,2016-01-24
2336,1,3,2016-09-30
1006,1,-1,2016-01-24
2337,1,6,2016-09-30
1007,1,-1,2016-01-24
2338,1,-1,2017-02-24
1008,1,-1,2015-11-17
1009,1,-1,2016-01-24
2340,1,13,2016-10-03
1010,1,-1,2016-01-24
2341,1,25,2016-11-20
2342,1,-1,2016-10-05
2343,1,18,2016-10-05
2344,1,26,2016-10-07
2345,1,8,2016-10-23
2346,1,5,2016-10-05
1018,1,9,2015-11-25
1020,1,-1,2015-12-07
1021,1,-1,2015-12-11
1022,1,17,2015-11-23
3691,1,96,2017-11-17
1491,0,-1,2014-05-13
1494,0,-1,2014-08-03
1499,0,-1,2014-05-14
1497,0,5,2014-05-04
2799,0,-1,2014-07-10
1480,0,-1,2014-03-09
1479,0,-1,2014-12-06
1763,0,1,2014-03-04
1764,0,-1,2014-03-03
1761,0,-1,2014-02-18
1762,0,13,2014-03-01
1774,0,2,2014-02-22
1778,0,-1,2014-03-07
1741,0,-1,2014-03-21
1745,0,-1,2014-02-16
1746,0,-1,2014-06-30
1747,0,-1,2014-06-30
1748,0,-1,2014-06-30
1750,0,-1,2014-06-02
1756,0,-1,2014-03-28
1757,0,-1,2014-03-22
1754,0,-1,2014-03-22
1755,0,-1,2014-03-22
1792,0,-1,2014-03-21
1799,0,2,2014-05-02
801,1,-1,2016-04-04
800,1,-1,2016-04-04
803,1,-1,2016-04-12
802,1,-1,2016-04-04
805,1,-1,2016-04-12
804,1,-1,2016-04-08
807,1,-1,2016-04-04
806,1,-1,2016-04-04
809,1,7,2015-10-30
808,1,2,2015-10-27
810,1,-1,2016-06-26
812,1,-1,2016-06-26
811,1,-1,2016-05-27
849,1,4,2015-11-12
1723,0,-1,2014-05-04
1721,0,-1,2014-03-07
1722,0,1,2014-02-15
1725,0,25,2014-07-23
1732,0,-1,2014-06-01
1709,0,-1,2014-05-03
865,1,3,2015-11-06
864,1,-1,2016-02-02
868,1,10,2015-11-05
1701,0,-1,2014-03-02
1700,0,-1,2014-03-19
1705,0,-1,2014-02-18
863,1,9,2015-11-12
1703,0,-1,2014-06-28
1704,0,-1,2014-02-18
1718,0,-1,2014-03-05
858,1,-1,2016-01-10
857,1,4,2015-11-09
1712,0,9,2014-02-14
1710,0,-1,2014-02-24
1711,0,-1,2014-02-12
2642,1,-1,2017-03-13
2643,1,1,2016-12-29
3973,1,2,2017-08-07
3980,1,-1,2017-09-04
3982,1,58,2017-08-12
2653,1,5,2016-12-12
2654,1,1,2016-12-20
2655,1,6,2017-01-05
2656,1,-1,2016-12-22
2657,1,12,2016-12-16
758,1,2,2015-10-15
2660,1,-1,2016-12-29
2661,1,-1,2017-01-06
788,1,-1,2016-06-24
1341,1,9,2016-02-27
786,1,-1,2015-10-24
785,1,8,2015-10-24
1343,1,-1,2016-09-21
1344,1,-1,2016-02-28
1345,1,-1,2016-02-28
1346,1,2,2016-03-09
1348,1,9,2016-03-29
1349,1,-1,2016-07-08
778,1,-1,2016-02-18
771,1,353,2017-05-10
770,1,-1,2016-05-26
2681,1,5,2016-12-27
1351,1,6,2016-03-03
2682,1,-1,2017-04-16
1352,1,-1,2016-04-01
772,1,3,2015-10-29
2683,1,1,2016-12-23
1353,1,3,2016-03-02
2684,1,-1,2017-03-18
1354,1,47,2016-03-20
2685,1,-1,2016-12-26
1355,1,14,2016-03-18
2686,1,6,2016-12-12
2687,1,-1,2017-03-18
2688,1,14,2017-01-07
1359,1,5,2016-03-05
2690,1,20,2016-12-12
1360,1,5,2016-03-07
2691,1,3,2016-12-12
1361,1,20,2016-03-13
1362,1,2,2016-03-13
1363,1,9,2016-03-21
1365,1,7,2016-03-13
1366,1,4,2016-03-14
799,1,-1,2016-04-04
798,1,-1,2016-04-04
793,1,6,2015-10-25
795,1,5,2015-10-24
797,1,2,2015-10-29
796,1,3,2015-10-29
3908,1,12,2017-07-26
3923,1,-1,2017-07-24
2600,1,1,2016-12-22
3934,1,1,2017-08-02
3933,1,1,2017-07-25
3936,1,8,2017-08-16
3935,1,1,2017-08-08
3938,1,1,2017-07-26
3937,1,4,2017-08-18
3941,1,21,2017-08-23
2610,1,-1,2017-01-20
3940,1,1,2017-07-26
3942,1,-1,2017-09-27
2613,1,34,2017-01-13
3945,1,-1,2017-09-27
3944,1,6,2017-07-27
3949,1,1,2017-07-27
3948,1,-1,2017-09-01
3950,1,-1,2017-09-27
3952,1,1,2017-07-27
3951,1,4,2017-08-14
3954,1,6,2017-07-28
3953,1,-1,2017-07-28
3956,1,8,2017-08-05
3955,1,-1,2017-09-02
3958,1,-1,2017-08-05
3959,1,8,2017-08-19
3961,1,1,2017-08-03
3960,1,3,2017-08-09
1300,1,8,2016-02-22
1301,1,6,2016-03-01
1302,1,-1,2016-05-16
3965,1,-1,2017-10-03
1303,1,3,2016-04-16
1304,1,-1,2016-05-16
3967,1,-1,2017-10-03
1305,1,3,2016-02-26
3966,1,-1,2017-10-03
2637,1,28,2017-03-30
3969,1,-1,2017-10-03
2638,1,-1,2016-12-20
3968,1,3,2017-10-01
3970,1,1,2017-08-20
3972,1,8,2017-08-11
2641,1,4,2016-12-12
1642,0,-1,2014-03-16
1643,0,-1,2014-02-09
1641,0,-1,2014-05-03
1646,0,2,2014-03-23
2978,0,1,2014-07-22
1644,0,10,2014-03-12
1645,0,-1,2014-03-16
1648,0,-1,2014-04-30
2979,0,2,2014-07-23
1649,0,2,2014-04-02
1650,0,12,2014-02-09
1654,0,1,2014-02-14
1652,0,11,2014-02-22
1655,0,1,2014-02-26
1656,0,-1,2014-08-18
2955,0,17,2014-07-23
1625,0,3,2014-07-12
2956,0,4,2014-07-21
1623,0,-1,2014-02-23
2959,0,6,2014-07-21
2957,0,3,2014-08-17
2958,0,1,2015-03-01
2960,0,7,2014-07-21
1635,0,-1,2014-02-15
2966,0,2,2014-07-23
2967,0,17,2014-08-03
1633,0,1,2014-03-02
1634,0,3,2014-02-21
1638,0,-1,2014-06-24
1687,0,-1,2014-02-23
1698,0,-1,2014-02-28
1696,0,65,2014-10-24
1699,0,-1,2014-03-19
2995,0,1,2014-07-24
1281,1,5,2016-02-15
1282,1,40,2016-03-08
1289,1,3,2016-03-02
1291,1,5,2016-02-18
1292,1,40,2016-03-11
1293,1,7,2016-02-18
1295,1,-1,2016-03-05
1296,1,-1,2016-03-05
1297,1,10,2016-02-26
1298,1,6,2016-02-24
1299,1,2,2016-03-03
702,1,-1,2015-10-07
701,1,10,2015-10-17
703,1,-1,2015-11-04
2939,0,-1,2014-08-06
2933,0,-1,2014-08-06
2934,0,8,2014-07-27
2937,0,8,2014-07-27
2938,0,10,2014-07-29
2935,0,8,2014-07-31
2936,0,2,2014-07-25
711,1,1,2015-10-09
713,1,-1,2016-03-26
712,1,-1,2016-01-22
2940,0,-1,2014-08-06
714,1,-1,2015-10-12
2941,0,9,2014-08-02
1613,0,-1,2014-08-04
2942,0,4,2014-07-23
2943,0,-1,2014-09-19
1617,0,24,2014-03-22
2948,0,3,2014-07-21
2949,0,4,2014-07-21
2947,0,2,2014-07-20
735,1,2,2015-10-16
734,1,1,2015-10-16
737,1,1,2015-10-14
736,1,2,2015-10-18
3855,1,50,2017-07-24
2525,1,20,2016-11-06
3857,1,1,2017-07-11
2526,1,5,2016-11-13
3856,1,1,2017-07-11
3858,1,-1,2017-08-17
2528,1,-1,2017-03-22
2529,1,-1,2017-02-20
3862,1,4,2017-07-14
643,1,4,2015-09-25
1200,1,7,2016-01-23
2531,1,-1,2016-12-09
3861,1,3,2017-07-23
2532,1,29,2016-11-17
3864,1,3,2017-07-17
2533,1,1,2016-11-14
3863,1,2,2017-07-14
3866,1,4,2017-07-17
3865,1,3,2017-07-17
3868,1,12,2017-07-21
2537,1,3,2016-12-03
3867,1,-1,2017-09-09
2538,1,2,2016-11-27
3869,1,-1,2017-07-21
3871,1,-1,2017-07-17
3870,1,63,2017-07-23
3872,1,-1,2017-09-19
3875,1,7,2017-07-18
1213,1,-1,2016-06-03
3874,1,7,2017-07-18
3877,1,23,2017-07-19
3876,1,-1,2017-07-18
3879,1,1,2017-07-20
3878,1,1,2017-07-21
1219,1,-1,2016-01-25
3882,1,1,2017-07-21
3881,1,1,2017-07-24
3884,1,1,2017-07-24
2553,1,3,2016-11-26
3883,1,1,2017-07-24
2554,1,6,2016-11-20
3886,1,3,2017-07-24
2555,1,-1,2016-11-18
3885,1,1,2017-07-24
1225,1,8,2016-01-29
2556,1,-1,2016-11-10
3888,1,9,2017-07-24
3887,1,57,2017-09-16
2557,1,-1,2017-03-27
2558,1,1,2016-11-13
1228,1,-1,2016-03-24
2559,1,9,2016-11-14
656,1,1,2015-09-28
655,1,2,2015-09-28
657,1,-1,2015-10-02
650,1,12,2015-09-30
3891,1,1,2017-07-24
1230,1,-1,2016-03-25
652,1,3,2015-09-29
1231,1,-1,2016-02-10
651,1,5,2015-09-26
2562,1,1,2016-11-14
1232,1,-1,2016-08-04
654,1,9,2015-09-28
1233,1,6,2016-02-06
653,1,9,2015-09-28
1234,1,-1,2016-05-30
1235,1,6,2016-02-06
1236,1,3,2016-03-19
1237,1,7,2016-02-07
1238,1,20,2016-03-23
1239,1,6,2016-02-03
682,1,63,2015-09-30
685,1,-1,2015-10-12
2572,1,-1,2017-03-29
1243,1,-1,2016-06-18
687,1,-1,2016-01-06
1244,1,-1,2016-06-18
686,1,-1,2016-01-10
1245,1,6,2016-02-11
1246,1,2,2016-02-08
2586,1,-1,2016-12-07
2587,1,10,2017-01-05
2588,1,-1,2016-11-24
2589,1,40,2016-12-06
2590,1,91,2017-07-02
2596,1,-1,2016-11-24
2597,1,9,2016-11-24
2598,1,5,2016-11-28
2599,1,4,2016-12-16
3806,1,10,2017-07-06
3805,1,7,2017-07-16
3808,1,-1,2017-07-10
3807,1,-1,2017-07-16
3809,1,-1,2017-09-06
3811,1,1,2017-07-01
3813,1,5,2017-07-25
3817,1,4,2017-06-30
3816,1,11,2017-07-20
3819,1,-1,2017-08-25
3820,1,1,2017-06-30
3824,1,1,2017-07-04
3823,1,-1,2017-09-09
3826,1,2,2017-07-04
3825,1,1,2017-07-04
3828,1,6,2017-07-14
3827,1,10,2017-07-10
3829,1,5,2017-07-08
3831,1,30,2017-07-12
3830,1,-1,2017-09-10
3833,1,2,2017-07-06
3835,1,3,2017-07-05
3834,1,-1,2017-07-07
3837,1,-1,2017-07-09
3836,1,47,2017-07-07
3838,1,1,2017-07-06
3840,1,-1,2017-09-12
3842,1,1,2017-07-06
3841,1,-1,2017-09-12
3844,1,-1,2017-08-01
3843,1,-1,2017-08-13
3845,1,-1,2017-09-12
3848,1,3,2017-07-07
3849,1,2,2017-07-10
2090,1,12,2016-08-17
2091,1,1,2016-08-17
2092,1,-1,2016-09-04
2094,1,-1,2016-08-29
2095,1,10,2016-08-23
2096,1,-1,2016-08-29
2097,1,-1,2016-08-29
2098,1,-1,2016-08-29
2099,1,-1,2016-10-16
1991,0,-1,2014-07-27
1994,0,-1,2014-09-10
1996,0,-1,2014-03-30
1997,0,-1,2013-02-04
1929,0,83,2014-04-20
1927,0,1,2014-07-04
1928,0,-1,2014-05-24
3343,1,1,2017-05-01
1926,0,2,2014-03-18
3347,1,25,2017-05-26
2017,1,19,2016-08-18
1938,0,-1,2014-06-11
2018,1,6,2016-08-14
1939,0,-1,2014-04-12
2019,1,6,2016-08-16
2020,1,-1,2016-08-16
1930,0,-1,2014-03-27
2021,1,9,2016-08-14
1931,0,2,2014-03-25
2022,1,5,2016-08-07
2023,1,1,2016-08-08
1937,0,6,2014-04-11
2030,1,-1,2016-11-04
1900,0,-1,2014-04-10
2031,1,13,2016-08-10
2032,1,12,2016-08-20
2033,1,-1,2016-09-09
2034,1,16,2016-08-28
2035,1,-1,2016-08-22
1901,0,-1,2014-04-10
2036,1,-1,2016-08-22
2037,1,-1,2016-08-18
2038,1,113,2017-02-25
2039,1,2,2016-08-13
1916,0,280,2014-03-29
2040,1,5,2016-09-10
2041,1,18,2016-09-16
2042,1,-1,2016-09-28
2043,1,2,2016-08-13
2044,1,1,2016-08-15
2045,1,1,2016-08-13
2046,1,2,2016-08-13
2047,1,88,2016-09-07
2048,1,-1,2016-12-23
3379,1,-1,2017-05-09
3381,1,1,2017-05-02
3380,1,6,2017-07-08
3383,1,-1,2017-05-02
3382,1,1,2017-05-02
3385,1,-1,2017-07-15
3384,1,-1,2017-05-14
3387,1,1,2017-05-02
3390,1,-1,2017-06-11
1940,0,-1,2014-05-02
1945,0,-1,2014-06-27
1946,0,-1,2014-03-27
2080,1,13,2016-11-06
1950,0,-1,2014-07-26
1955,0,2,2014-03-25
1952,0,-1,2014-04-18
2088,1,7,2016-08-18
1958,0,-1,2014-04-12
1956,0,6,2014-03-25
1957,0,-1,2014-04-02
3301,1,-1,2017-06-12
3300,1,5,2017-04-27
3303,1,1,2017-04-25
3302,1,1,2017-04-25
3305,1,151,2017-05-19
3304,1,3,2017-04-25
3307,1,2,2017-04-26
3306,1,11,2017-04-28
3309,1,1,2017-04-26
3308,1,5,2017-05-04
3310,1,-1,2017-04-30
3312,1,1,2017-04-27
3311,1,-1,2017-04-26
3316,1,1,2017-05-01
3315,1,1,2017-05-03
3318,1,1,2017-05-04
3317,1,1,2017-04-28
3319,1,-1,2017-04-28
3321,1,-1,2017-06-09
3320,1,-1,2017-05-04
3323,1,2,2017-04-30
3322,1,-1,2017-05-12
3325,1,-1,2017-06-09
3324,1,-1,2017-04-28
3327,1,1,2017-04-29
3326,1,1,2017-04-28
3329,1,1,2017-05-01
3330,1,6,2017-05-01
3331,1,3,2017-05-15
1888,0,-1,2014-06-20
1889,0,-1,2013-07-17
1890,0,1,2014-06-30
1895,0,-1,2014-04-10
1896,0,-1,2014-04-16
1899,0,-1,2014-04-10
1897,0,-1,2014-04-10
1898,0,-1,2014-04-10
1862,0,-1,2014-03-12
1863,0,-1,2014-03-10
1860,0,-1,2012-04-25
1861,0,-1,2014-03-12
1866,0,10,2014-03-13
1864,0,-1,2014-03-12
1865,0,-1,2014-07-14
1871,0,-1,2014-09-08
3215,1,1,2017-03-29
1808,0,-1,2014-03-07
3214,1,4,2017-03-28
3217,1,22,2017-03-29
1806,0,9,2014-03-01
3216,1,1,2017-03-29
3219,1,-1,2017-03-30
3218,1,-1,2017-06-04
1800,0,-1,2014-08-31
